rank,title,year,topic_cluster,problem_claimed,mechanism_introduced,hidden_assumptions,variables_fixed,failure_modes_ignored,what_makes_less_novel,what_leaves_open,url
185,Video Prediction Policy: A Generalist Robot Policy with Predictive Visual Representations,2024,diffusion visuomotor policies,Model multimodal continuous action distributions for dexterous or contact-rich robot manipulation.,Conditional denoising or flow model generates action sequences from visual state.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization; benchmark action ontology,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Makes sequence-level continuous action generation and multimodal action distributions well established.,How representation bottlenecks upstream of the generator collapse distinct controls before diffusion can recover them.,http://arxiv.org/abs/2412.14803
186,Deep Reinforcement Learning for the Control of Robotic Manipulation: A Focussed Mini-Review,2021,robot reinforcement learning,"Improve embodied-agent perception, learning, control, or physical reasoning.","Task-specific representation, policy, dataset, benchmark, or planning method.",- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Contributes background methods that constrain claims about general embodied intelligence.,Whether the method treats motor-command identity as preserved through learned representations.,https://doi.org/10.3390/robotics10010022
187,AutoRT: Embodied Foundation Models for Large Scale Orchestration of Robotic Agents,2024,robot foundation model scaling,"Build generalist robot policies that transfer across tasks, scenes, and embodiments.",Large-scale pretrained transformer or multimodal policy trained on heterogeneous robot data.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Makes broad robot-data scaling and generalist policy training prior art.,How action-space mismatch and many-to-one tokenization change the learned physical semantics.,http://arxiv.org/abs/2401.12963
188,MOKA: Open-World Robotic Manipulation through Mark-Based Visual Prompting,2024,language-conditioned robot grounding,Ground natural-language task descriptions in feasible robot behavior.,"Language-conditioned policy, skill selector, prompt-conditioned controller, or affordance scoring.",- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Makes language-to-skill grounding and prompt-conditioned robot manipulation prior art.,Whether the grounded language interface hides control-equivalent but physically divergent commands.,http://arxiv.org/abs/2403.03174
189,Robust proprioceptive grasping with a soft robot hand,2018,multimodal physical perception,"Improve embodied-agent perception, learning, control, or physical reasoning.","Task-specific representation, policy, dataset, benchmark, or planning method.",- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment. - Uncertainty estimates are calibrated after representation collapse.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Contributes background methods that constrain claims about general embodied intelligence.,Whether the method treats motor-command identity as preserved through learned representations.,https://doi.org/10.1007/s10514-018-9754-1
190,World models and predictive coding for cognitive and developmental robotics: frontiers and challenges,2023,robot world models and planning,Predict future physical states or plan actions under learned dynamics.,"Latent dynamics, video prediction, model-predictive control, or planning over learned representations.",- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Makes learned physical prediction and planning over latent states prior art.,Whether action aliases in the latent interface make plans non-identifiable.,https://doi.org/10.1080/01691864.2023.2225232
191,Language-Guided Object-Centric Diffusion Policy for Generalizable and Collision-Aware Robotic Manipulation,2024,diffusion visuomotor policies,Model multimodal continuous action distributions for dexterous or contact-rich robot manipulation.,Conditional denoising or flow model generates action sequences from visual state.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token; simulator discretization hides real actuator non-identifiability,Makes sequence-level continuous action generation and multimodal action distributions well established.,How representation bottlenecks upstream of the generator collapse distinct controls before diffusion can recover them.,http://arxiv.org/abs/2407.00451
192,Exploring Policy Distillation for Vision-Language-Action Generalist Robotic Policies,2025,vision-language-action robot foundation models,Scale robot control by reusing vision-language representations for language-conditioned manipulation.,Tokenized or transformer-conditioned policy maps multimodal context to robot action outputs.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token; simulator discretization hides real actuator non-identifiability,Shows that large pretrained multimodal backbones can be adapted to robot action prediction.,Whether semantically similar tokens preserve distinctions between physically different motor commands.,https://doi.org/10.1109/ictc66702.2025.11389105
193,FLOWER: Democratizing Generalist Robot Policies with Efficient Vision-Language-Action Flow Policies,2025,diffusion visuomotor policies,Model multimodal continuous action distributions for dexterous or contact-rich robot manipulation.,Conditional denoising or flow model generates action sequences from visual state.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization; benchmark action ontology,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token; simulator discretization hides real actuator non-identifiability,Makes sequence-level continuous action generation and multimodal action distributions well established.,How representation bottlenecks upstream of the generator collapse distinct controls before diffusion can recover them.,http://arxiv.org/abs/2509.04996
194,RH20T: A Comprehensive Robotic Dataset for Learning Diverse Skills in One-Shot,2024,robot foundation model scaling,"Build generalist robot policies that transfer across tasks, scenes, and embodiments.",Large-scale pretrained transformer or multimodal policy trained on heterogeneous robot data.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization; benchmark action ontology,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token; simulator discretization hides real actuator non-identifiability,Makes broad robot-data scaling and generalist policy training prior art.,How action-space mismatch and many-to-one tokenization change the learned physical semantics. Tactile/contact cues may expose aliases that vision-language tokens miss.,https://doi.org/10.1109/icra57147.2024.10611615
195,Synthesis for Robots: Guarantees and Feedback for Robot Behavior,2018,language-conditioned robot grounding,Ground natural-language task descriptions in feasible robot behavior.,"Language-conditioned policy, skill selector, prompt-conditioned controller, or affordance scoring.",- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Makes language-to-skill grounding and prompt-conditioned robot manipulation prior art.,Whether the grounded language interface hides control-equivalent but physically divergent commands.,https://doi.org/10.1146/annurev-control-060117-104838
196,FlowPolicy: Enabling Fast and Robust 3D Flow-Based Policy via Consistency Flow Matching for Robot Manipulation,2025,diffusion visuomotor policies,Model multimodal continuous action distributions for dexterous or contact-rich robot manipulation.,Conditional denoising or flow model generates action sequences from visual state.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token; simulator discretization hides real actuator non-identifiability,Makes sequence-level continuous action generation and multimodal action distributions well established.,How representation bottlenecks upstream of the generator collapse distinct controls before diffusion can recover them.,https://doi.org/10.1609/aaai.v39i14.33617
197,ReVLA: Reverting Visual Domain Limitation of Robotic Foundation Models,2024,vision-language-action robot foundation models,Scale robot control by reusing vision-language representations for language-conditioned manipulation.,Tokenized or transformer-conditioned policy maps multimodal context to robot action outputs.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization; benchmark action ontology,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Shows that large pretrained multimodal backbones can be adapted to robot action prediction.,Whether semantically similar tokens preserve distinctions between physically different motor commands.,http://arxiv.org/abs/2409.15250
198,Long-Horizon Language-Conditioned Imitation Learning for Robotic Manipulation,2025,language-conditioned robot grounding,Ground natural-language task descriptions in feasible robot behavior.,"Language-conditioned policy, skill selector, prompt-conditioned controller, or affordance scoring.",- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token; simulator discretization hides real actuator non-identifiability,Makes language-to-skill grounding and prompt-conditioned robot manipulation prior art.,Whether the grounded language interface hides control-equivalent but physically divergent commands.,https://doi.org/10.1109/tmech.2025.3547047
199,CATCH-FORM-ACTer: Compliance-Aware Tactile Control and Hybrid Deformation Regulation-Based Action Transformer for Viscoelastic Object Manipulation,2025,diffusion visuomotor policies,Model multimodal continuous action distributions for dexterous or contact-rich robot manipulation.,Conditional denoising or flow model generates action sequences from visual state.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Makes sequence-level continuous action generation and multimodal action distributions well established.,How representation bottlenecks upstream of the generator collapse distinct controls before diffusion can recover them. Tactile/contact cues may expose aliases that vision-language tokens miss.,https://doi.org/10.1109/access.2025.3591499
200,A survey on integration of large language models with intelligent robots,2024,language-conditioned robot grounding,Ground natural-language task descriptions in feasible robot behavior.,"Language-conditioned policy, skill selector, prompt-conditioned controller, or affordance scoring.",- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Makes language-to-skill grounding and prompt-conditioned robot manipulation prior art.,Whether the grounded language interface hides control-equivalent but physically divergent commands.,https://doi.org/10.1007/s11370-024-00550-5
201,Learning While Deploying: Fleet-Scale Reinforcement Learning for Generalist Robot Policies,2026,vision-language-action robot foundation models,Scale robot control by reusing vision-language representations for language-conditioned manipulation.,Tokenized or transformer-conditioned policy maps multimodal context to robot action outputs.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization; benchmark action ontology,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Shows that large pretrained multimodal backbones can be adapted to robot action prediction.,Whether semantically similar tokens preserve distinctions between physically different motor commands.,https://doi.org/10.48550/arxiv.2605.00416
202,Efficient Hybrid SE(3)-Equivariant Visuomotor Flow Policy via Spherical Harmonics for Robot Manipulation,2026,diffusion visuomotor policies,Model multimodal continuous action distributions for dexterous or contact-rich robot manipulation.,Conditional denoising or flow model generates action sequences from visual state.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token; simulator discretization hides real actuator non-identifiability,Makes sequence-level continuous action generation and multimodal action distributions well established.,How representation bottlenecks upstream of the generator collapse distinct controls before diffusion can recover them.,http://arxiv.org/abs/2603.23227
203,Efficient Hybrid SE(3)-Equivariant Visuomotor Flow Policy via Spherical Harmonics for Robot Manipulation,2026,diffusion visuomotor policies,Model multimodal continuous action distributions for dexterous or contact-rich robot manipulation.,Conditional denoising or flow model generates action sequences from visual state.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token; simulator discretization hides real actuator non-identifiability,Makes sequence-level continuous action generation and multimodal action distributions well established.,How representation bottlenecks upstream of the generator collapse distinct controls before diffusion can recover them.,https://doi.org/10.48550/arxiv.2603.23227
204,"Autonomy for Space Robots: Past, Present, and Future",2021,robot reinforcement learning,"Improve embodied-agent perception, learning, control, or physical reasoning.","Task-specific representation, policy, dataset, benchmark, or planning method.",- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Contributes background methods that constrain claims about general embodied intelligence.,Whether the method treats motor-command identity as preserved through learned representations.,https://doi.org/10.1007/s43154-021-00057-2
205,Bridging Language and Action: A Survey of Language-Conditioned Robot Manipulation,2023,vision-language-action robot foundation models,Scale robot control by reusing vision-language representations for language-conditioned manipulation.,Tokenized or transformer-conditioned policy maps multimodal context to robot action outputs.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Shows that large pretrained multimodal backbones can be adapted to robot action prediction.,Whether semantically similar tokens preserve distinctions between physically different motor commands.,http://arxiv.org/abs/2312.10807
206,ReVLA: Reverting Visual Domain Limitation of Robotic Foundation Models,2025,vision-language-action robot foundation models,Scale robot control by reusing vision-language representations for language-conditioned manipulation.,Tokenized or transformer-conditioned policy maps multimodal context to robot action outputs.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization; benchmark action ontology,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Shows that large pretrained multimodal backbones can be adapted to robot action prediction.,Whether semantically similar tokens preserve distinctions between physically different motor commands.,https://doi.org/10.1109/icra55743.2025.11128823
207,"Trends of Human-Robot Collaboration in Industry Contexts: Handover, Learning, and Metrics",2021,action representation and control,Represent robot commands so policies can learn stable control.,"Action primitives, discretization, latent actions, residual control, or structured policy heads.",- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Makes action abstraction and policy action-space design prior art.,How to detect and repair aliasing induced by representation rather than by environment ambiguity.,https://doi.org/10.3390/s21124113
208,EDGI: Equivariant Diffusion for Planning with Embodied Agents,2023,diffusion visuomotor policies,Model multimodal continuous action distributions for dexterous or contact-rich robot manipulation.,Conditional denoising or flow model generates action sequences from visual state.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization; benchmark action ontology,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Makes sequence-level continuous action generation and multimodal action distributions well established.,How representation bottlenecks upstream of the generator collapse distinct controls before diffusion can recover them.,http://arxiv.org/abs/2303.12410
209,"Vision-Based Navigation and Perception for Autonomous Robots: Sensors, SLAM, Control Strategies, and Cross-Domain Applications—A Review",2025,robot foundation model scaling,"Build generalist robot policies that transfer across tasks, scenes, and embodiments.",Large-scale pretrained transformer or multimodal policy trained on heterogeneous robot data.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Makes broad robot-data scaling and generalist policy training prior art.,How action-space mismatch and many-to-one tokenization change the learned physical semantics.,https://doi.org/10.3390/eng6070153
210,"Dexterous Manipulation with Deep Reinforcement Learning: Efficient, General, and Low-Cost",2019,robot reinforcement learning,"Improve embodied-agent perception, learning, control, or physical reasoning.","Task-specific representation, policy, dataset, benchmark, or planning method.",- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token; simulator discretization hides real actuator non-identifiability,Contributes background methods that constrain claims about general embodied intelligence.,Whether the method treats motor-command identity as preserved through learned representations.,https://doi.org/10.1109/icra.2019.8794102
211,Autonomous Robot Skill Acquisition,2022,robot reinforcement learning,"Improve embodied-agent perception, learning, control, or physical reasoning.","Task-specific representation, policy, dataset, benchmark, or planning method.",- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Contributes background methods that constrain claims about general embodied intelligence.,Whether the method treats motor-command identity as preserved through learned representations.,https://scholarworks.umass.edu/open_access_dissertations/384
212,ReBot: Scaling Robot Learning with Real-to-Sim-to-Real Robotic Video Synthesis,2025,vision-language-action robot foundation models,Scale robot control by reusing vision-language representations for language-conditioned manipulation.,Tokenized or transformer-conditioned policy maps multimodal context to robot action outputs.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization; benchmark action ontology,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token; simulator discretization hides real actuator non-identifiability,Shows that large pretrained multimodal backbones can be adapted to robot action prediction.,Whether semantically similar tokens preserve distinctions between physically different motor commands.,http://arxiv.org/abs/2503.14526
213,Resolving State Ambiguity in Robot Manipulation via Adaptive Working Memory Recoding,2025,robot reinforcement learning,"Improve embodied-agent perception, learning, control, or physical reasoning.","Task-specific representation, policy, dataset, benchmark, or planning method.",- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token; simulator discretization hides real actuator non-identifiability,Contributes background methods that constrain claims about general embodied intelligence.,Whether the method treats motor-command identity as preserved through learned representations.,http://arxiv.org/abs/2512.24638
214,Understanding Natural Language Commands for Robotic Navigation and Mobile Manipulation,2011,language-conditioned robot grounding,Ground natural-language task descriptions in feasible robot behavior.,"Language-conditioned policy, skill selector, prompt-conditioned controller, or affordance scoring.",- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token; simulator discretization hides real actuator non-identifiability,Makes language-to-skill grounding and prompt-conditioned robot manipulation prior art.,Whether the grounded language interface hides control-equivalent but physically divergent commands.,https://doi.org/10.1609/aaai.v25i1.7979
215,Vision-language model-driven scene understanding and robotic object manipulation,2024,language-conditioned robot grounding,Ground natural-language task descriptions in feasible robot behavior.,"Language-conditioned policy, skill selector, prompt-conditioned controller, or affordance scoring.",- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Makes language-to-skill grounding and prompt-conditioned robot manipulation prior art.,Whether the grounded language interface hides control-equivalent but physically divergent commands.,https://doi.org/10.1109/case59546.2024.10711845
216,Grounding Language with Visual Affordances over Unstructured Data,2023,language-conditioned robot grounding,Ground natural-language task descriptions in feasible robot behavior.,"Language-conditioned policy, skill selector, prompt-conditioned controller, or affordance scoring.",- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization; benchmark action ontology,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token; simulator discretization hides real actuator non-identifiability,Makes language-to-skill grounding and prompt-conditioned robot manipulation prior art.,Whether the grounded language interface hides control-equivalent but physically divergent commands.,https://doi.org/10.1109/icra48891.2023.10160396
217,Exploring the Adversarial Vulnerabilities of Vision-Language-Action Models in Robotics,2025,vision-language-action robot foundation models,Scale robot control by reusing vision-language representations for language-conditioned manipulation.,Tokenized or transformer-conditioned policy maps multimodal context to robot action outputs.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token; simulator discretization hides real actuator non-identifiability,Shows that large pretrained multimodal backbones can be adapted to robot action prediction.,Whether semantically similar tokens preserve distinctions between physically different motor commands.,https://doi.org/10.1109/iccv51701.2025.00653
218,Information-theoretic graph fusion with vision-language-action model for policy reasoning and dual robotic control,2026,vision-language-action robot foundation models,Scale robot control by reusing vision-language representations for language-conditioned manipulation.,Tokenized or transformer-conditioned policy maps multimodal context to robot action outputs.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Shows that large pretrained multimodal backbones can be adapted to robot action prediction.,Whether semantically similar tokens preserve distinctions between physically different motor commands.,https://doi.org/10.1016/j.inffus.2026.104193
219,Helpful DoggyBot: Open-World Object Fetching using Legged Robots and Vision-Language Models,2024,language-conditioned robot grounding,Ground natural-language task descriptions in feasible robot behavior.,"Language-conditioned policy, skill selector, prompt-conditioned controller, or affordance scoring.",- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token; simulator discretization hides real actuator non-identifiability,Makes language-to-skill grounding and prompt-conditioned robot manipulation prior art.,Whether the grounded language interface hides control-equivalent but physically divergent commands.,http://arxiv.org/abs/2410.00231
220,Affordance-based Robot Manipulation with Flow Matching,2024,diffusion visuomotor policies,Model multimodal continuous action distributions for dexterous or contact-rich robot manipulation.,Conditional denoising or flow model generates action sequences from visual state.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization; benchmark action ontology,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token,Makes sequence-level continuous action generation and multimodal action distributions well established.,How representation bottlenecks upstream of the generator collapse distinct controls before diffusion can recover them.,http://arxiv.org/abs/2409.01083
221,A Self-Correcting Vision-Language-Action Model for Fast and Slow System Manipulation,2024,vision-language-action robot foundation models,Scale robot control by reusing vision-language representations for language-conditioned manipulation.,Tokenized or transformer-conditioned policy maps multimodal context to robot action outputs.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token; simulator discretization hides real actuator non-identifiability,Shows that large pretrained multimodal backbones can be adapted to robot action prediction.,Whether semantically similar tokens preserve distinctions between physically different motor commands.,http://arxiv.org/abs/2405.17418
222,Vision-Language Foundation Models as Effective Robot Imitators,2023,robot foundation model scaling,"Build generalist robot policies that transfer across tasks, scenes, and embodiments.",Large-scale pretrained transformer or multimodal policy trained on heterogeneous robot data.,- The chosen action interface is sufficiently expressive for the physical task. - Different motor commands that matter downstream remain separable after tokenization or latent encoding. - Dataset labels reveal the action distinctions needed at deployment.,embodiment calibration; low-level controller semantics; action binning or policy-head parameterization; benchmark action ontology,physically distinct commands collapse to one representation; rare contact-sensitive distinctions vanish in average success metrics; cross-embodiment transfer changes the meaning of the same token; simulator discretization hides real actuator non-identifiability,Makes broad robot-data scaling and generalist policy training prior art.,How action-space mismatch and many-to-one tokenization change the learned physical semantics.,http://arxiv.org/abs/2311.01378
